AppOpened,Time,AppOpened
Web,1252532074000,aknnfysrv
aknnfysrv,1252532087000,Web
Web,1252532124000,EPFLscope
EPFLscope,1252532174000,SecureWidgetUI
SecureWidgetUI,1252532232000,Local
Local,1252532277000,App.-manager
App.-manager,1252532332000,Friend-View
Friend-View,1252532383000,MMFControllerProxyServer
MMFControllerProxyServer,1252532395000,Contacts
Contacts,1252532490000,SecureWidgetUI
SecureWidgetUI,1252532512000,securewidgetui
securewidgetui,1252532522000,Messaging
Messaging,1252532557000,Mail-for-Exchange
Mail-for-Exchange,1252532572000,Messaging
Messaging,1252532624000,Settings
Settings,1252532725000,akncapserver
akncapserver,1252532733000,Settings
Settings,1252557300000,Messaging
Messaging,1252557345000,Mail-for-Exchange
Mail-for-Exchange,1252557363000,Messaging
Messaging,1252557365000,Mail-for-Exchange
Mail-for-Exchange,1252557379000,Messaging
Messaging,1252557381000,Mail-for-Exchange
Mail-for-Exchange,1252557401000,Messaging
Messaging,1252557411000,Mail-for-Exchange
Mail-for-Exchange,1252557418000,Messaging
Messaging,1252557461000,Clock
Clock,1252565466000,Telephone
Telephone,1252565467000,akncapserver
akncapserver,1252565506000,Log
Log,1252565519000,Messaging
Messaging,1252566022000,Log
Log,1252566024000,Telephone
Telephone,1252566304000,EPFLscope
EPFLscope,1252566887000,Web
Web,1252567363000,EPFLscope
EPFLscope,1252567455000,Telephone
Telephone,1252568266000,Themes
Themes,1252568282000,Barcode-reader
Barcode-reader,1252568461000,akncapserver
akncapserver,1252568560000,Barcode-reader
Barcode-reader,1252568576000,akncapserver
akncapserver,1252569624000,Py_
Py_,1252571072000,Camera
Camera,1252571096000,akncapserver
akncapserver,1252572676000,EPFLscope
EPFLscope,1252575994000,Telephone
Telephone,1252575998000,MMFControllerProxyServer
MMFControllerProxyServer,1252576893000,EPFLscope
EPFLscope,1252577298000,Telephone
Telephone,1252577303000,MMFControllerProxyServer
MMFControllerProxyServer,1252577941000,EPFLscope
EPFLscope,1252577953000,SecureWidgetUI
SecureWidgetUI,1252578012000,securewidgetui
securewidgetui,1252578625000,EPFLscope
EPFLscope,1252579225000,Messaging
Messaging,1252579235000,Mail-for-Exchange
Mail-for-Exchange,1252579267000,Messaging
Messaging,1252579580000,Log
Log,1252579584000,Telephone
Telephone,1252579614000,Messaging
Messaging,1252579669000,Telephone
Telephone,1252580342000,EPFLscope
EPFLscope,1252583123000,Log
Log,1252583124000,EPFLscope
EPFLscope,1252583156000,Messaging
Messaging,1252583174000,Mail-for-Exchange
Mail-for-Exchange,1252583192000,Messaging
Messaging,1252583244000,SecureWidgetUI
SecureWidgetUI,1252583259000,securewidgetui
securewidgetui,1252583269000,SecureWidgetUI
SecureWidgetUI,1252583332000,Local
Local,1252583479000,akncapserver
akncapserver,1252583489000,E-mail-setup
E-mail-setup,1252583722000,SecureWidgetUI
SecureWidgetUI,1252583737000,E-mail-setup
E-mail-setup,1252583752000,Nokia-Messaging-email
Nokia-Messaging-email,1252583971000,Settings
Settings,1252583988000,E-mail-setup
E-mail-setup,1252583994000,akncapserver
akncapserver,1252583995000,Settings
Settings,1252583999000,Nokia-Messaging-email
Nokia-Messaging-email,1252584007000,E-mail-setup
E-mail-setup,1252584064000,Messaging
Messaging,1252584074000,E-mail-setup
E-mail-setup,1252584077000,Nokia-Messaging-email
Nokia-Messaging-email,1252584121000,E-mail-setup
E-mail-setup,1252584169000,Settings
Settings,1252584174000,Nokia-Messaging-email
Nokia-Messaging-email,1252584339000,Settings
Settings,1252584350000,Nokia-Messaging-email
Nokia-Messaging-email,1252584366000,EPFLscope
EPFLscope,1252586715000,akncapserver
akncapserver,1252587463000,EPFLscope
EPFLscope,1252587466000,Messaging
Messaging,1252587474000,Mail-for-Exchange
Mail-for-Exchange,1252587642000,EPFLscope
EPFLscope,1252590977000,Messaging
Messaging,1252590987000,Mail-for-Exchange
Mail-for-Exchange,1252591009000,Messaging
Messaging,1252594813000,Barcode-reader
Barcode-reader,1252595663000,Log
Log,1252595665000,Telephone
Telephone,1252599249000,Messaging
Messaging,1252599259000,Mail-for-Exchange
Mail-for-Exchange,1252599261000,Messaging
Messaging,1252599663000,EPFLscope
EPFLscope,1252599803000,Messaging
Messaging,1252599815000,Calendar
Calendar,1252600615000,Nokia-Messaging-email
Nokia-Messaging-email,1252600631000,EPFLscope
EPFLscope,1252600649000,Contacts
Contacts,1252600694000,Log
Log,1252601331000,WidgetUI
WidgetUI,1252601943000,WidgetUi
WidgetUi,1252601949000,WidgetUI
WidgetUI,1252602057000,WidgetUi
WidgetUi,1252602064000,YouTube
YouTube,1252602094000,SymbianThreadImpl_1
SymbianThreadImpl_1,1252602104000,WidgetUI
WidgetUI,1252603054000,WidgetUi
WidgetUi,1252603059000,Contacts
Contacts,1252603119000,WidgetUI
WidgetUI,1252603136000,WidgetUi
WidgetUi,1252603141000,WidgetUI
WidgetUI,1252603163000,WidgetUi
WidgetUi,1252603177000,Nokia-Messaging-email
Nokia-Messaging-email,1252603186000,EPFLscope
EPFLscope,1252603743000,Messaging
Messaging,1252603747000,Text-message
Text-message,1252603885000,Messaging
Messaging,1252603916000,EPFLscope
EPFLscope,1252604070000,Messaging
Messaging,1252604073000,Text-message
Text-message,1252604309000,Messaging
Messaging,1252604311000,Text-message
Text-message,1252604400000,akncapserver
akncapserver,1252604401000,Text-message
Text-message,1252604508000,Messaging
Messaging,1252604732000,Text-message
Text-message,1252604832000,Messaging
Messaging,1252604863000,Nokia-Messaging-email
Nokia-Messaging-email,1252604896000,Settings
Settings,1252604958000,Nokia-Messaging-email
Nokia-Messaging-email,1252604970000,Messaging
Messaging,1252604978000,Mail-for-Exchange
Mail-for-Exchange,1252604994000,Messaging
Messaging,1252604997000,Mail-for-Exchange
Mail-for-Exchange,1252605011000,Messaging
Messaging,1252605032000,Calendar
Calendar,1252607361000,Messaging
Messaging,1252607383000,Nokia-Messaging-email
Nokia-Messaging-email,1252608897000,Clock
Clock,1252608911000,Messaging
Messaging,1252608944000,Mail-for-Exchange
Mail-for-Exchange,1252609133000,Messaging
Messaging,1252609139000,Mail-for-Exchange
Mail-for-Exchange,1252609148000,Messaging
Messaging,1252609156000,EPFLscope
EPFLscope,1252609212000,Carousel
Carousel,1252609216000,EPFLscope
EPFLscope,1252612599000,Messaging
Messaging,1252645321000,App.-manager
App.-manager,1252645329000,Clock
Clock,1252646947000,Messaging
Messaging,1252647026000,Mail-for-Exchange
Mail-for-Exchange,1252647032000,Messaging
Messaging,1252647034000,Mail-for-Exchange
Mail-for-Exchange,1252647053000,Messaging
Messaging,1252647055000,Mail-for-Exchange
Mail-for-Exchange,1252647061000,Messaging
Messaging,1252647064000,Mail-for-Exchange
Mail-for-Exchange,1252647166000,Messaging
Messaging,1252647168000,Mail-for-Exchange
Mail-for-Exchange,1252647212000,Messaging
Messaging,1252647571000,Text-message
Text-message,1252647813000,Gallery
Gallery,1252647828000,Multimedia
Multimedia,1252647897000,Carousel
Carousel,1252647918000,Music-player
Music-player,1252649512000,Multimedia
Multimedia,1252649521000,Gallery
Gallery,1252649526000,Text-message
Text-message,1252649529000,Messaging
Messaging,1252651312000,EPFLscope
EPFLscope,1252651781000,Contacts
Contacts,1252651790000,Telephone
Telephone,1252652083000,Py_
Py_,1252654167000,Calendar
Calendar,1252654262000,Messaging
Messaging,1252654299000,Log
Log,1252654301000,Telephone
Telephone,1252654825000,EPFLscope
EPFLscope,1252654833000,Log
Log,1252656084000,Messaging
Messaging,1252656088000,Mail-for-Exchange
Mail-for-Exchange,1252656094000,Messaging
Messaging,1252657763000,File-manager
File-manager,1252659700000,Telephone
Telephone,1252659874000,MMFControllerProxyServer
MMFControllerProxyServer,1252659936000,akncapserver
akncapserver,1252665055000,Messaging
Messaging,1252665059000,Mail-for-Exchange
Mail-for-Exchange,1252665074000,Py_
Py_,1252665109000,Messaging
Messaging,1252669639000,Log
Log,1252669641000,Telephone
Telephone,1252670161000,Log
Log,1252670172000,Telephone
Telephone,1252683321000,MMFControllerProxyServer
MMFControllerProxyServer,1252683454000,akncapserver
akncapserver,1252684816000,Messaging
Messaging,1252684828000,Contacts
Contacts,1252684832000,Log
Log,1252684834000,Nokia-Messaging-email
Nokia-Messaging-email,1252684846000,EPFLscope
EPFLscope,1252685083000,Py_
Py_,1252685143000,EPFLscope
EPFLscope,1252685683000,Py_
Py_,1252685798000,EPFLscope
EPFLscope,1252685802000,Messaging
Messaging,1252685806000,Mail-for-Exchange
Mail-for-Exchange,1252685953000,Messaging
Messaging,1252686112000,Log
Log,1252686114000,Telephone
Telephone,1252686195000,Messaging
Messaging,1252686951000,Log
Log,1252687202000,EPFLscope
EPFLscope,1252687218000,Log
Log,1252687221000,Telephone
Telephone,1252687387000,Py_
Py_,1252688951000,Telephone
Telephone,1252688955000,Web
Web,1252689014000,Search
Search,1252689802000,Messaging
Messaging,1252689806000,Mail-for-Exchange
Mail-for-Exchange,1252689821000,Messaging
Messaging,1252691118000,EPFLscope
EPFLscope,1252691134000,Log
Log,1252691135000,EPFLscope
EPFLscope,1252691138000,Messaging
Messaging,1252691315000,Py_
Py_,1252692369000,EPFLscope
EPFLscope,1252692736000,Messaging
Messaging,1252692741000,Text-message
Text-message,1252692743000,Messaging
Messaging,1252698328000,Camera
Camera,1252698396000,EPFLscope
EPFLscope,1252698438000,Messaging
Messaging,1252700155000,WidgetUI
WidgetUI,1252700544000,WidgetUi
WidgetUi,1252700547000,WidgetUI
WidgetUI,1252700573000,WidgetUi
WidgetUi,1252700581000,WidgetUI
WidgetUI,1252700583000,akncapserver
akncapserver,1252700585000,aknnfysrv
aknnfysrv,1252700598000,WidgetUI
WidgetUI,1252700601000,WidgetUi
WidgetUi,1252700603000,WidgetUI
WidgetUI,1252700637000,WidgetUi
WidgetUi,1252700642000,EPFLscope
EPFLscope,1252700663000,WidgetUI
WidgetUI,1252700700000,WidgetUi
WidgetUi,1252700709000,WidgetUI
WidgetUI,1252700733000,WidgetUi
WidgetUi,1252700738000,SecureWidgetUI
SecureWidgetUI,1252701036000,securewidgetui
securewidgetui,1252735668000,Messaging
Messaging,1252742840000,Nokia-Messaging-email
Nokia-Messaging-email,1252742862000,WidgetUI
WidgetUI,1252743753000,WidgetUi
WidgetUi,1252743759000,Contacts
Contacts,1252743804000,EPFLscope
EPFLscope,1252743821000,SecureWidgetUI
SecureWidgetUI,1252744200000,securewidgetui
securewidgetui,1252744489000,Messaging
Messaging,1252744544000,akncapserver
akncapserver,1252748671000,EPFLscope
EPFLscope,1252748674000,Nokia-Messaging-email
Nokia-Messaging-email,1252748678000,Messaging
Messaging,1252748748000,EPFLscope
EPFLscope,1252748836000,Py_
Py_,1252748913000,EPFLscope
EPFLscope,1252749073000,Py_
Py_,1252749378000,EPFLscope
EPFLscope,1252749554000,Py_
Py_,1252750545000,EPFLscope
EPFLscope,1252750786000,Py_
Py_,1252755599000,EPFLscope
EPFLscope,1252755611000,Messaging
Messaging,1252755635000,Mail-for-Exchange
Mail-for-Exchange,1252755710000,Messaging
Messaging,1252755751000,Py_
Py_,1252756828000,EPFLscope
EPFLscope,1252756895000,Py_
Py_,1252757396000,EPFLscope
EPFLscope,1252757524000,Py_
Py_,1252764530000,Messaging
Messaging,1252764545000,EPFLscope
EPFLscope,1252764552000,Messaging
Messaging,1252764571000,Mail-for-Exchange
Mail-for-Exchange,1252764597000,Messaging
Messaging,1252769093000,EPFLscope
EPFLscope,1252769098000,Messaging
Messaging,1252769344000,Contacts
Contacts,1252774985000,Py_
Py_,1252780248000,Contacts
Contacts,1252780264000,Messaging
Messaging,1252780300000,Mail-for-Exchange
Mail-for-Exchange,1252780396000,Messaging
Messaging,1252780398000,Mail-for-Exchange
Mail-for-Exchange,1252780422000,Messaging
Messaging,1252784635000,EPFLscope
EPFLscope,1252790058000,Messaging
Messaging,1252790099000,Web
Web,1252790474000,EPFLscope
EPFLscope,1252793240000,Messaging
Messaging,1252794965000,Telephone
Telephone,1252794967000,Web
Web,1252795152000,Messaging
Messaging,1252820926000,Telephone
Telephone,1252820929000,Web
Web,1252829304000,Messaging
Messaging,1252829315000,Mail-for-Exchange
Mail-for-Exchange,1252829388000,Web
Web,1252829400000,aknnfysrv
aknnfysrv,1252829414000,EPFLscope
EPFLscope,1252829438000,Nokia-Messaging-email
Nokia-Messaging-email,1252829446000,Settings
Settings,1252829520000,E-mail-setup
E-mail-setup,1252829974000,akncapserver
akncapserver,1252829979000,Settings
Settings,1252829983000,Nokia-Messaging-email
Nokia-Messaging-email,1252829988000,EPFLscope
EPFLscope,1252830503000,Contacts
Contacts,1252830542000,Web
Web,1252830546000,aknnfysrv
aknnfysrv,1252831612000,ICLThread
ICLThread,1252831968000,EPFLscope
EPFLscope,1252831973000,Nokia-Messaging-email
Nokia-Messaging-email,1252834954000,EPFLscope
EPFLscope,1252842030000,Messaging
Messaging,1252842075000,Nokia-Messaging-email
Nokia-Messaging-email,1252842084000,Help
Help,1252842086000,Nokia-Messaging-email
Nokia-Messaging-email,1252842917000,Messaging
Messaging,1252842957000,EPFLscope
EPFLscope,1252842969000,Calendar
Calendar,1252848338000,Contacts
Contacts,1252852477000,EPFLscope
EPFLscope,1252852490000,Contacts
Contacts,1252852624000,Sports-Tracker
Sports-Tracker,1252852723000,Messaging
Messaging,1252856826000,Contacts
Contacts,1252859294000,EPFLscope
EPFLscope,1252859304000,Contacts
Contacts,1252860564000,Messaging
Messaging,1252860744000,Contacts
Contacts,1252861877000,EPFLscope
EPFLscope,1252861901000,WidgetUI
WidgetUI,1252861957000,WidgetUi
WidgetUi,1252862705000,Contacts
Contacts,1252867390000,WidgetUI
WidgetUI,1252867579000,WidgetUi
WidgetUi,1252867585000,Web
Web,1252867939000,Messaging
Messaging,1252867982000,Contacts
Contacts,1252867987000,Nokia-Messaging-email
Nokia-Messaging-email,1252867997000,Contacts
Contacts,1252868016000,EPFLscope
EPFLscope,1252868062000,Contacts
Contacts,1252868070000,EPFLscope
EPFLscope,1252868076000,Contacts
Contacts,1252868150000,EPFLscope
EPFLscope,1252873897000,Clock
Clock,1252905312000,akncapserver
akncapserver,1252905321000,Messaging
Messaging,1252905354000,Mail-for-Exchange
Mail-for-Exchange,1252905359000,Messaging
Messaging,1252910776000,Mail-for-Exchange
Mail-for-Exchange,1252910780000,Messaging
Messaging,1252910861000,EPFLscope
EPFLscope,1252911494000,Py_
Py_,1252911604000,EPFLscope
EPFLscope,1252911737000,Py_
Py_,1252912539000,EPFLscope
EPFLscope,1252912543000,Messaging
Messaging,1252914853000,Text-message
Text-message,1252914901000,Messaging
Messaging,1252914905000,Text-message
Text-message,1252915865000,EPFLscope
EPFLscope,1252916755000,Web
Web,1252923215000,Download!
Download!,1252923297000,SecureWidgetUI
SecureWidgetUI,1252923310000,Download!
Download!,1252923400000,akncapserver
akncapserver,1252923450000,SecureWidgetUI
SecureWidgetUI,1252925071000,securewidgetui
securewidgetui,1252925326000,akncapserver
akncapserver,1252925329000,Messaging
Messaging,1252925915000,Py_
Py_,1252926038000,Log
Log,1252926040000,Telephone
Telephone,1252927795000,Messaging
Messaging,1252930512000,EPFLscope
EPFLscope,1252931331000,SecureWidgetUI
SecureWidgetUI,1252931344000,securewidgetui
securewidgetui,1252931404000,App.-manager
App.-manager,1252931456000,akncapserver
akncapserver,1252931458000,Messaging
Messaging,1252931817000,WLAN-wizard
WLAN-wizard,1252931848000,Web
Web,1252931854000,EPFLscope
EPFLscope,1252932351000,File-manager
File-manager,1252932365000,Notes
Notes,1252933292000,File-manager
File-manager,1252936758000,Messaging
Messaging,1252936762000,EPFLscope
EPFLscope,1252937729000,Messaging
Messaging,1252937733000,Mail-for-Exchange
Mail-for-Exchange,1252939532000,Messaging
Messaging,1252939601000,EPFLscope
EPFLscope,1252942928000,Contacts
Contacts,1252942931000,akncapserver
akncapserver,1252942934000,Messaging
Messaging,1252942960000,Log
Log,1252942962000,Telephone
Telephone,1252943131000,MMFControllerProxyServer
MMFControllerProxyServer,1252943258000,akncapserver
akncapserver,1252943452000,Barcode-reader
Barcode-reader,1252943497000,Web
Web,1252943530000,SecureWidgetUI
SecureWidgetUI,1252943632000,Web
Web,1252943703000,Nokia-Messaging-email
Nokia-Messaging-email,1252945364000,Messaging
Messaging,1252945368000,Text-message
Text-message,1252945376000,Messaging
Messaging,1252945446000,Log
Log,1252945497000,Telephone
Telephone,1252945568000,EPFLscope
EPFLscope,1252945884000,Messaging
Messaging,1252945887000,Mail-for-Exchange
Mail-for-Exchange,1252946074000,Py_
Py_,1252946764000,Mail-for-Exchange
Mail-for-Exchange,1252947066000,Messaging
Messaging,1252947067000,Mail-for-Exchange
Mail-for-Exchange,1252947072000,Messaging
Messaging,1252947225000,Contacts
Contacts,1252949909000,Telephone
Telephone,1252950603000,Contacts
Contacts,1252950608000,Telephone
Telephone,1252951126000,Contacts
Contacts,1252954247000,EPFLscope
EPFLscope,1252954254000,Log
Log,1252954259000,Nokia-Messaging-email
Nokia-Messaging-email,1252954294000,Settings
Settings,1252954306000,Nokia-Messaging-email
Nokia-Messaging-email,1252957217000,Messaging
Messaging,1252957296000,EPFLscope
EPFLscope,1252957317000,SecureWidgetUI
SecureWidgetUI,1252957346000,Contacts
Contacts,1252957477000,SecureWidgetUI
SecureWidgetUI,1252957492000,securewidgetui
securewidgetui,1252957500000,SecureWidgetUI
SecureWidgetUI,1252957773000,securewidgetui
securewidgetui,1252957787000,WidgetUI
WidgetUI,1252958078000,WidgetUi
WidgetUi,1252958090000,Web
Web,1252958708000,Messaging
Messaging,1252994487000,EPFLscope
EPFLscope,1252994496000,Nokia-Messaging-email
Nokia-Messaging-email,1252994519000,Messaging
Messaging,1252996051000,Py_
Py_,1252997887000,Telephone
Telephone,1252997891000,MMFControllerProxyServer
MMFControllerProxyServer,1252999861000,Messaging
Messaging,1252999866000,Mail-for-Exchange
Mail-for-Exchange,1252999879000,Messaging
Messaging,1253000717000,Calculator
Calculator,1253001190000,Web
Web,1253002999000,Telephone
Telephone,1253003014000,MMFControllerProxyServer
MMFControllerProxyServer,1253003760000,akncapserver
akncapserver,1253009955000,Calendar
Calendar,1253010122000,Telephone
Telephone,1253010129000,MMFControllerProxyServer
MMFControllerProxyServer,1253010581000,akncapserver
akncapserver,1253012424000,Camera
Camera,1253012429000,MMFControllerProxyServer
MMFControllerProxyServer,1253015106000,akncapserver
akncapserver,1253015113000,Messaging
Messaging,1253016224000,Camera
Camera,1253016254000,MMFControllerProxyServer
MMFControllerProxyServer,1253016255000,akncapserver
akncapserver,1253018113000,Telephone
Telephone,1253018240000,EPFLscope
EPFLscope,1253020260000,akncapserver
akncapserver,1253020380000,EPFLscope
EPFLscope,1253020576000,akncapserver
akncapserver,1253020871000,EPFLscope
EPFLscope,1253020908000,akncapserver
akncapserver,1253020911000,Messaging
Messaging,1253021029000,Log
Log,1253021032000,Telephone
Telephone,1253021129000,EPFLscope
EPFLscope,1253021140000,Py_
Py_,1253021280000,EPFLscope
EPFLscope,1253021442000,Py_
Py_,1253021453000,Messaging
Messaging,1253021466000,EPFLscope
EPFLscope,1253021574000,Messaging
Messaging,1253022301000,akncapserver
akncapserver,1253022402000,Messaging
Messaging,1253026292000,Telephone
Telephone,1253026305000,MMFControllerProxyServer
MMFControllerProxyServer,1253027408000,Messaging
Messaging,1253027419000,Nokia-Messaging-email
Nokia-Messaging-email,1253027472000,Contacts
Contacts,1253027516000,Log
Log,1253027533000,EPFLscope
EPFLscope,1253027550000,Nokia-Messaging-email
Nokia-Messaging-email,1253027557000,EPFLscope
EPFLscope,1253027619000,Nokia-Messaging-email
Nokia-Messaging-email,1253027636000,EPFLscope
EPFLscope,1253027730000,Connection-mgr.
Connection-mgr.,1253027752000,EPFLscope
EPFLscope,1253027760000,Nokia-Messaging-email
Nokia-Messaging-email,1253027768000,Settings
Settings,1253027826000,Nokia-Messaging-email
Nokia-Messaging-email,1253027827000,akncapserver
akncapserver,1253027830000,Messaging
Messaging,1253027840000,Mail-for-Exchange
Mail-for-Exchange,1253027850000,Messaging
Messaging,1253027854000,Mail-for-Exchange
Mail-for-Exchange,1253027862000,Messaging
Messaging,1253027865000,Mail-for-Exchange
Mail-for-Exchange,1253027883000,Messaging
Messaging,1253027894000,Mail-for-Exchange
Mail-for-Exchange,1253027902000,Messaging
Messaging,1253027908000,Mail-for-Exchange
Mail-for-Exchange,1253027918000,Messaging
Messaging,1253027924000,EPFLscope
EPFLscope,1253027965000,Connection-mgr.
Connection-mgr.,1253028027000,EPFLscope
EPFLscope,1253045045000,Messaging
Messaging,1253045126000,Nokia-Messaging-email
Nokia-Messaging-email,1253047420000,WidgetUI
WidgetUI,1253047440000,WidgetUi
WidgetUi,1253047444000,WidgetUI
WidgetUI,1253075790000,WidgetUi
WidgetUi,1253075795000,EPFLscope
EPFLscope,1253075816000,Messaging
Messaging,1253075867000,Mail-for-Exchange
Mail-for-Exchange,1253076181000,Messaging
Messaging,1253081420000,Py_
Py_,1253082296000,EPFLscope
EPFLscope,1253082306000,Messaging
Messaging,1253082312000,Nokia-Messaging-email
Nokia-Messaging-email,1253082318000,Settings
Settings,1253082320000,Nokia-Messaging-email
Nokia-Messaging-email,1253082323000,Messaging
Messaging,1253082327000,Text-message
Text-message,1253082424000,akncapserver
akncapserver,1253082441000,Messaging
Messaging,1253082443000,Text-message
Text-message,1253082472000,Messaging
Messaging,1253082477000,Py_
Py_,1253082765000,EPFLscope
EPFLscope,1253083560000,Py_
Py_,1253084434000,EPFLscope
EPFLscope,1253084437000,Messaging
Messaging,1253084443000,Mail-for-Exchange
Mail-for-Exchange,1253084448000,Messaging
Messaging,1253084451000,Mail-for-Exchange
Mail-for-Exchange,1253084498000,Messaging
Messaging,1253084570000,Camera
Camera,1253084577000,MMFControllerProxyServer
MMFControllerProxyServer,1253084705000,Py_
Py_,1253085308000,akncapserver
akncapserver,1253092092000,Messaging
Messaging,1253099099000,Telephone
Telephone,1253099115000,Text-message
Text-message,1253099126000,Telephone
Telephone,1253099129000,akncapserver
akncapserver,1253099199000,Messaging
Messaging,1253099209000,Text-message
Text-message,1253099230000,Messaging
Messaging,1253099232000,akncapserver
akncapserver,1253099654000,EPFLscope
EPFLscope,1253099774000,Messaging
Messaging,1253099796000,Mail-for-Exchange
Mail-for-Exchange,1253100021000,Messaging
Messaging,1253101080000,Maps
Maps,1253101091000,Local
Local,1253101155000,EPFLscope
EPFLscope,1253101512000,akncapserver
akncapserver,1253101746000,Nokia-Messaging-email
Nokia-Messaging-email,1253101747000,EPFLscope
EPFLscope,1253102067000,Py_
Py_,1253104816000,EPFLscope
EPFLscope,1253104824000,akncapserver
akncapserver,1253104827000,Messaging
Messaging,1253105103000,akncapserver
akncapserver,1253106121000,Messaging
Messaging,1253106135000,Camera
Camera,1253108780000,Messaging
Messaging,1253108790000,Mail-for-Exchange
Mail-for-Exchange,1253108799000,Messaging
Messaging,1253109577000,Telephone
Telephone,1253109583000,MMFControllerProxyServer
MMFControllerProxyServer,1253109681000,akncapserver
akncapserver,1253110624000,Messaging
Messaging,1253110631000,Mail-for-Exchange
Mail-for-Exchange,1253110635000,Messaging
Messaging,1253110641000,Mail-for-Exchange
Mail-for-Exchange,1253110643000,Messaging
Messaging,1253111251000,Mail-for-Exchange
Mail-for-Exchange,1253111261000,Messaging
Messaging,1253111264000,Mail-for-Exchange
Mail-for-Exchange,1253111273000,Messaging
Messaging,1253114145000,Telephone
Telephone,1253114152000,MMFControllerProxyServer
MMFControllerProxyServer,1253114363000,akncapserver
akncapserver,1253115043000,Messaging
Messaging,1253115046000,Contacts
Contacts,1253115177000,Barcode-reader
Barcode-reader,1253115445000,Messaging
Messaging,1253117820000,Nokia-Messaging-email
Nokia-Messaging-email,1253117836000,Settings
Settings,1253117855000,Nokia-Messaging-email
Nokia-Messaging-email,1253117962000,akncapserver
akncapserver,1253118698000,Messaging
Messaging,1253119564000,EPFLscope
EPFLscope,1253119646000,Log
Log,1253119650000,Telephone
Telephone,1253119849000,Log
Log,1253119852000,EPFLscope
EPFLscope,1253120240000,Py_
Py_,1253123827000,EPFLscope
EPFLscope,1253123843000,Nokia-Messaging-email
Nokia-Messaging-email,1253123858000,Messaging
Messaging,1253123863000,Contacts
Contacts,1253125157000,EPFLscope
EPFLscope,1253125741000,Contacts
Contacts,1253128567000,Nokia-Messaging-email
Nokia-Messaging-email,1253128577000,Settings
Settings,1253128589000,Nokia-Messaging-email
Nokia-Messaging-email,1253129935000,EPFLscope
EPFLscope,1253132121000,Messaging
Messaging,1253132163000,Nokia-Messaging-email
Nokia-Messaging-email,1253132221000,Connection-mgr.
Connection-mgr.,1253132236000,EPFLscope
EPFLscope,1253132266000,Contacts
Contacts,1253132313000,aknnfysrv
aknnfysrv,1253132317000,WidgetUi
WidgetUi,1253132322000,Web
Web,1253132758000,WidgetUI
WidgetUI,1253132785000,WidgetUi
WidgetUi,1253132790000,WidgetUI
WidgetUI,1253132982000,Clock
Clock,1253132991000,WidgetUI
WidgetUI,1253133063000,Messaging
Messaging,1253133137000,SecureWidgetUI
SecureWidgetUI,1253133362000,EPFLscope
EPFLscope,1253133373000,SecureWidgetUI
SecureWidgetUI,1253133405000,Nokia-Messaging-email
Nokia-Messaging-email,1253133415000,SecureWidgetUI
SecureWidgetUI,1253133468000,securewidgetui
securewidgetui,1253133474000,EPFLscope
EPFLscope,1253133491000,Nokia-Messaging-email
Nokia-Messaging-email,1253133496000,EPFLscope
EPFLscope,1253164513000,akncapserver
akncapserver,1253165088000,Messaging
Messaging,1253165135000,Mail-for-Exchange
Mail-for-Exchange,1253165232000,Messaging
Messaging,1253168135000,Mail-for-Exchange
Mail-for-Exchange,1253168196000,Messaging
Messaging,1253168198000,Mail-for-Exchange
Mail-for-Exchange,1253168236000,Messaging
Messaging,1253168855000,EPFLscope
EPFLscope,1253169096000,Py_
Py_,1253169139000,Telephone
Telephone,1253169151000,MMFControllerProxyServer
MMFControllerProxyServer,1253169396000,Py_
Py_,1253172783000,EPFLscope
EPFLscope,1253173411000,Messaging
Messaging,1253173415000,Text-message
Text-message,1253173418000,Messaging
Messaging,1253173567000,Mail-for-Exchange
Mail-for-Exchange,1253173572000,Messaging
Messaging,1253173579000,Mail-for-Exchange
Mail-for-Exchange,1253173595000,Messaging
Messaging,1253173597000,Mail-for-Exchange
Mail-for-Exchange,1253173618000,Messaging
Messaging,1253173628000,Mail-for-Exchange
Mail-for-Exchange,1253173684000,Messaging
Messaging,1253175360000,Mail-for-Exchange
Mail-for-Exchange,1253175442000,Messaging
Messaging,1253175756000,Telephone
Telephone,1253175764000,MMFControllerProxyServer
MMFControllerProxyServer,1253175863000,akncapserver
akncapserver,1253177908000,Telephone
Telephone,1253177914000,MMFControllerProxyServer
MMFControllerProxyServer,1253177927000,akncapserver
akncapserver,1253177960000,Telephone
Telephone,1253177967000,MMFControllerProxyServer
MMFControllerProxyServer,1253179115000,akncapserver
akncapserver,1253179359000,Telephone
Telephone,1253179361000,MMFControllerProxyServer
MMFControllerProxyServer,1253179389000,akncapserver
akncapserver,1253179632000,Log
Log,1253179634000,Telephone
Telephone,1253179719000,akncapserver
akncapserver,1253183566000,Telephone
Telephone,1253183570000,MMFControllerProxyServer
MMFControllerProxyServer,1253183662000,akncapserver
akncapserver,1253184365000,Messaging
Messaging,1253186116000,akncapserver
akncapserver,1253190105000,EPFLscope
EPFLscope,1253191231000,akncapserver
akncapserver,1253191235000,EPFLscope
EPFLscope,1253191501000,akncapserver
akncapserver,1253191671000,EPFLscope
EPFLscope,1253202297000,Contacts
Contacts,1253202304000,Telephone
Telephone,1253202887000,akncapserver
akncapserver,1253203161000,Messaging
Messaging,1253203170000,Text-message
Text-message,1253203176000,Messaging
Messaging,1253203177000,Telephone
Telephone,1253203204000,akncapserver
